FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2),EMPLOYMENT_STATUS,Employment status,ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_BRKDW_INDUSTRY_NACE_REV2,Breakdown by industry (NACE Rev.2) (NOTE_BRKDW_INDUSTRY_NACE_REV2),NOTE_EMPLOYMENT_STATUS,Employment status (NOTE_EMPLOYMENT_STATUS),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2022,76.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2022,4.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,6.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2022,1.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,0.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2022,8.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,10.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF2,Molise,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,3.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,1904,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2022,1.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2022,0.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2022,210.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2022,24.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2022,146.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2022,1446.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2022,105.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,122.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2022,36,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,35.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,9.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,99.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2022,178,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,137.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF3,Campania,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,57.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,1425.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2022,2.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2022,1.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2022,157.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2022,11,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2022,107.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2022,1015.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2022,55,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,99.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2022,23.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,25.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,6.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,70,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2022,109.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,118.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF4,Puglia,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,41.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,206.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2022,0,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2022,0.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2022,27.1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2022,8.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2022,16.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2022,135.2,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2022,7.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),I,Accommodation and food service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,11.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),J,Information and communication,9,Total,N,Raw data,2025M1,Jan-2025,2022,3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),K,Financial and insurance activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,3.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),L,Real estate activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,0.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),N,Administrative and support service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,11.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),P,Education,9,Total,N,Raw data,2025M1,Jan-2025,2022,16.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),Q,Human health and social work activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,15.7,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF5,Basilicata,PS,Employment in persons (thousands),S,Other service activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,4.9,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),_T,Total economic activities,9,Total,N,Raw data,2025M1,Jan-2025,2022,611.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),A03,Fishing and aquaculture,9,Total,N,Raw data,2025M1,Jan-2025,2022,1,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),B,Mining and quarrying,9,Total,N,Raw data,2025M1,Jan-2025,2022,0.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),C,Manufacturing,9,Total,N,Raw data,2025M1,Jan-2025,2022,30.4,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),C29_30,Manufacture of transport equipment,9,Total,N,Raw data,2025M1,Jan-2025,2022,0.5,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),F,Construction,9,Total,N,Raw data,2025M1,Jan-2025,2022,44.3,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),GTU,Services,9,Total,N,Raw data,2025M1,Jan-2025,2022,446.6,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
A,Annual,ITF6,Calabria,PS,Employment in persons (thousands),H,Transportation and storage,9,Total,N,Raw data,2025M1,Jan-2025,2022,23.8,,,,,,,,,,,CORREZ__N_N1,Raw data:present infra annual fluctuations due to seasonal factors and are also influenced by the different calendar composition of the reference period.,T_BIS__2025M1_N2,January 2025 edition: Benchmark 2024 - Data are consistent with the ‘Annual National Accounts’,September 2024 edition.',,,,,
